,100-1- -a,245-1-0-a,245-1-0-b,260- - -c,653- - -a,lang,year,245-1-3-a,245-1-3-b
2012070306141,"Meisingset, Thorborg Rebolledo",Like langt hjemmefra,,2006,"billedbøker, følelser, mobbing, undring, universet",nob,2006,,
2012070306156,"Skogrand, Trygve",Martin og dragen bak søppelspannet,,2006,"barnebøker, bokstaver, fantasi, lettlesingsbøker, store",nob,2006,,
2012070306165,"Vinje, Kari",Skrapkaka - det er meg :,en barndomserindring,cop. 2011,"barndomserindring, biografier, forfatter, forfattere, norske, oppvekst, selvbiografier",nob,2011,,
2012070306180,"Kaaberbøl, Lene",Ildprøven,,2012,"barnebøker, fantastisk, hekser, litteratur, trolldom",nob,2012,,
2012070306181,"Wennström, Annica",Lappskatteland :,en familiesaga,cop. 2011,"fortellinger, litteratur, samer, svensk, sverige",nob,2011,,
2012070306182,"Børke, Sissel Margrethe",Tårnsvalene :,roman,2008,,nob,2008,,
2012070306185,"Sandemo, Margit",Ondskapens ansikt,,2012,,nob,2012,,
2012070405006,"Aasvik, Stig",Indre anliggender,,2012,"litteratur, norsk",nob,2012,,
2012070405008,"Kiøsterud, Erland",Mimina :,roman,2012,"litteratur, norsk",nob,2012,,
2012070405042,"Ribe, Kristin","Natt, regn :","når natta, barn, bøyer regnet : roman",2012,"litteratur, norsk",nob,2012,,
2012070405043,"Spange, Inger Marie",Grand Marine,,2012,"elektronikk, krim, litteratur, maritim, norsk, oljeindustrien, thriller",nob,2012,,
2012070405047,"Holm, Espen",Kong Salomos sverd :,roman,cop. 2012,"israel, litteratur, norsk, terror, thriller",nob,2012,,
2012070405048,"Malm, Anders",Massemenneske :,roman,cop. 2012,"2010-tallet, litteratur, norsk, norske, romaner",nob,2012,,
2012070405049,"Hæggernes, Kristian S.",Skogen åpner lenge før jeg våkner,,2012,"kortprosa, litteratur, norsk",nob,2012,,
2012070405063,"Nielsen, Christopher",Hustyrannen :,stafylokokktrilogien 1 : skuespill i to akter,2011,"dramatikk, litteratur, norsk, skodespel, skuespill",nob,2011,,
2012070405088,"Kjetun, Mari",Helt Max i dyreparken,,2011,"barnelitteratur, lettlest, norsk",nob,2011,,
2012070505044,"Eriksen, Synnøve",Betroelser,,2012,,nob,2012,,
2012070505067,"Johnsen, Kjetil",Pakket i plast,,2011,,nob,2011,,
2012070505068,"Skåden, Magne",-før Fanden får sko på beina - og andre fandenivoldske historier,,2011,,nob,2011,,
2012070505074,"Holmås, Stig",Regn :,roman,2008,"2000-tallet, bergen, norske, oppvekst, romaner",nob,2008,,
2012070506026,"Hallberg, Lin",Teddy i huset,,2010,,nob,2010,,
2012070506028,"Nilstun, Ragnhild",Min lange reise ender her :,roman,2007,"2000-tallet, finnmark, historisk, norsk, norske, prosa, roman, romaner",nob,2007,,
2012070506029,"Hjorth, Vigdis",Hjulskift :,roman,2007,"2000-tallet, klasse, norske, romaner",nob,2007,,
2012070506097,"Ivens, Jan",Viktor :,julenissen trenger hjelp!,[2011],,nob,2011,,
2012070506128,"Grundekjøn, Hege Boman",Latvia med Knut Hamsun og Kārlis Padegs,,cop. 2009,"latvia, litteratur, litteraturhistorie, norsk",nob,2009,,
2012070605001,"Stridsberg, Sara",Darling River :,Doloresvariasjoner,2011,"2000-tallet, litteratur, svensk",nob,2011,,
2012070605015,"Askø, Per",Zarabanda :,dikt,cop. 2010,,nob,2010,,
2012070605034,"Lindgren, Torgny",Norrlands akvavit,,2009,,nob,2009,,
2012070606008,"Figueiredo, Ivo de",Henrik Ibsen :,mennesket,2006,"biografier, forfatterbiografier, norge",nob,2006,,
2012070606027,"Tinholt, Elin",,,2007,"2000-tallet, hørespill, norske, skuespill",nob,2007,En kvinne som Nora :,hørespill
2012070606133,"Larsen, Vera",Stjernestøv,,2012,,nob,2012,,
2012070606149,"Næss, Atle",,,2010,,nob,2010,,
2012070606158,"Widmark, Martin",Sjøuhyret i Bergsjøen,,2011,,nob,2011,,
2012070606163,"Lunde, Sigrid",,,2011,,nob,2011,En god samaritt,
2012070606185,"Horst, Jørn Lier",Når havet stilner :,kriminalroman,2011,,nob,2011,,
2012070606196,"Enger, Cecilie",Himmelstormeren :,en roman om Ellisif Wessel,2007,"1800-tallet, 2000-tallet, arbeiderklassen, borgerskapet, finnmark, norske, romaner",nob,2007,,
2012070606203,"Heed, Kristina",Kodenavn: Augustin,,2010,,nob,2010,,
2012070606212,"Bjørneboe, Jens",Drømmen og hjulet,,2010,,nob,2010,,
2012070606215,"Iversen, Egil Foss",Ørnens skygge,,cop. 2011,,nob,2011,,
2012070608244,"Semb, Jeanette",På flukt,,2010,,nob,2010,,
2012070608245,"Lunde, Sigrid",Mørke drifter,,2009,,nob,2009,,
2012070608246,"Sandviken, Berit Elisabeth",Hevnens sødme,,2008,,nob,2008,,
2012070608250,"Angelsen, Trine",Stormkast,,2010,,nob,2010,,
2012070608254,"Lunde, Sigrid",Flammehav,,2009,,nob,2009,,
2012070608255,"Semb, Jeanette",Farlige krefter,,2010,,nob,2010,,
2012070608256,"Sandviken, Berit Elisabeth",Trådene samles,,2008,,nob,2008,,
2012071006076,"Skappel, Dorthe",Sirkusprinsessen,,2009,bildebøker,nob,2009,,
2012071006090,"Hermansen, Atle Sperre",Mann som ligner på sky som ligner på mann :,kortprosa,cop. 2011,,nob,2011,,
2012071008160,"Andersen, H.C.",,,cop. 2005,,nob,2005,,
2012071105031,"Dyrendal, Hanne Merete",,,2012,,nob,2012,Et forsiktig strå :,dikt
2012071105105,"Holtan, Wetle",Så fort anledningen bryr seg :,skuespill,2007,,nob,2007,,
2012071105106,"Krag, Vilhelm",De skinnende hvide seil,,cop. 2011,,nob,2011,,
2012071105172,"Vallgren, Carl-Johan",Kunzelmann &amp; Kunzelmann,,2009,"2010-tallet, litteratur, romaner, svenske",nob,2009,,
2012071106056,"Johnsen, Janne Aasebø",KK GID 4 EVER,,2011,"internett, mobbing, ungdomsromaner",nob,2011,,
2012071106058,"Johansen, Eldrid",Premievalp,,2011,hunder,nob,2011,,
2012071106065,"Helberg, Berit",Bibelen sett med andre øyne,,cop. 2011,,nob,2011,,
2012071205091,"Heivoll, Gaute",Dronningsteinen,,cop. 2009,,nob,2009,,
2012071206006,"Arvola, Ingeborg",Ingen dager uten regn,,[2009],,nob,2009,,
2012071206008,"Hjorth, Vigdis",Mor betaler!,,2006,"2000-tallet, lettlest, norske, romaner, voksne",nob,2006,,
2012071206009,"Sandemo, Margit",Ond saga ; Inn i varmen,,2011,,nob,2011,,
2012071206043,"Gotthardt, Peter",Skogen uten veier,,2011,,nob,2011,,
2012071206220,"Johnsen, Grete Marie",Barna i Møllebakken,,2011,,nob,2011,,
2012071206239,"Østhagen, Laila Sognnæs",Konglehjerte :,roman,2012,"lesbiske, litteratur, norsk",nob,2012,,
2012071238005,"Borgen, Johan",Borgens beste,,2006,"litteratur, norsk, noveller, roman",nob,2006,,
2012071305026,"Svendsen, Per Chr. Nagell",Jeg og søstera mi :,fortellinger fra barndommens rike sett gjennom pappas øyne,2008,,nob,2008,,
2012071305030,"Schwach, Conrad Nicolai",Erindringer af mit Liv indtil Ankomsten til Throndhjem :,nedskrevne i Aaret 1848,2008,"1814, biografier, litteratur, norsk, selvbiografier",nob,2008,,
2012071638066,"Grinde, Berit",Det lysnet i skogen- :,en poetisk bildebok fra Ringerikstraktene,cop. 2005,,nob,2005,,
2012071705100,"Evjenth, Dag",Vennskap,,2011,,nob,2011,,
2012071705160,"Aakeson, Kim Fupz",Engelbert H og den siste sjansen,,2008,,nob,2008,,
2012071705178,"Angelskår, Pål",I sommer skal jeg gifte meg med Cecilie,,2011,"dikt, litteratur, lyrikk, norsk",nob,2011,,
2012071805094,"Kristensen, Tom",Dødsriket,,2010,,nob,2010,,
2012071805098,"Nedregård, Renate",Mirakel,,2011,"barnelitteratur, norsk",nob,2011,,
2012071805100,"Lindgren, Torgny",Erindringer,,2011,"litteratur, roman, svensk",nob,2011,,
2012071805101,"Moen, Torbjørn",Best? :,fotballroman for ungdom,2010,"fotball, skjønnlitteratur, ungdomsbøker",nob,2010,,
2012071805102,"Pedersen, Bente",Skårunger,,2011,,nob,2011,,
2012071805103,"Hamsun, Knut",Mysterier,,2009,,nob,2009,,
2012071805124,"Elstad, Anne Karin",,,2008,,nob,2008,Et juleeventyr,
2012071806016,"Moe, Egil R.R.",Alle bor i Sungsungsung,,cop. 2011,"barnebøker, billedbøker, forsterhjem, fosterbarn",nob,2011,,
2012071806072,"Helberg, Berit",,,cop. 2011,,nob,2011,En dildo til besvær,
2012071806109,"Scheen, Kjersti",Ikke si det hjemme!,,2009,"barnebøker, spenningslitteratur, vennskap",nob,2009,,
2012071905087,"Norelid, Agneta",Pinos dagbok,,cop. 2008,"billedbøker, dagligliv",nob,2008,,
2012071908172,"Sandemo, Margit",Heksemesteren,,2005,,nob,2005,,
2012072006027,"Myklebust, Morten",Kålrotkatapulten,,cop. 2007,,nob,2007,,
2012072006072,"Hodnefjeld, Hilde",Hvis det ikke fantes biler,,2011,"bilar, bildebøker, biler, biletbøker, miljøvern",nob,2011,,
2012072338005,"Hansen, Karianne H.D.",Bli med dyrene på jobb!,,2005,"arbeid, dyr",nob,2005,,
2012072338027,"Andersen, Lisbeth",Elias :,pekebok,2007,,nob,2007,,
2012072338042,"Andersen, H.C.",Eventyr,,2005,"eventyr, kunsteventyr",nob,2005,,
2012072338043,"Fyksen, Espen",Elias :,den lille redningsskøyta,2005,,nob,2005,,
2012072338051,"Dalhaug, Tone",Engleslottet,,[2005],,nob,2005,,
2012072405055,"Ball, Solveig Lid",Barnehagedagen,,2012,"barnehagen, barnelitteratur, bildebøker, billedbøker, norsk",nob,2012,,
2012072405085,"Appelgren, Tove",Maris svarteste tanke,,cop. 2008,"billedbøker, sjalusi, søsken",nob,2008,,
2012072505031,"Angelsen, Trine",,,2012,,nob,2012,,
2012072505032,"Eriksen, Synnøve",Gylne dager,,2012,,nob,2012,,
2012072505033,"Larsen, Vera",Fremtidsminner,,2012,,nob,2012,,
2012072505034,"Eikanger, Signe",Gullhår og bjørnemysteriet,,cop. 2008,"barnebøker, bjørner, eventyr, intertekstualitet, intertekstuell, referanse",nob,2008,,
2012072505046,"Rem, Tore",Født til frihet :,en biografi om Jens Bjørneboe,2010,"1900-tallet, biografier, litteratur, norsk",nob,2010,,
2012072505059,"Magnus, Bjørn W.",Dødes latter stilner aldri :,kriminalroman,2011,,nob,2011,,
2012072505067,"Hildebrand, Hauk",Sukkertøymannen :,roman,2008,"2000-tallet, norske, romaner",nob,2008,,
2012072505068,"Jenseg, Grete Randsborg","Pippi, snart tretten",,2011,"barnebøker, klassemiljø, mobbing, norsk, ungdomsbøker, ungdomslitteratur, vennskap",nob,2011,,
2012072505076,"Munch, Charlotte Glaser",Nødinngang,,2011,"forelskelse, geisha, identitet, london, ungdomsbøker",nob,2011,,
2012072505090,"Nielsen, Jan Henrik",Høsten,,2011,"barnebøker, familien, katastrofer, litteratur, miljø, norsk, søsken",nob,2011,,
2012072505093,"Gaarder, Jostein",Sofies verden :,roman om filosofiens historie,2006,"filosofi, litteratur, norsk, skjønnlitteratur",nob,2006,,
2012072505113,"Janouch, Katerina",Ingrid og pappa,,2008,"barn, billedbøker, dagligliv, fedre",nob,2008,,
2012072708147,"Kristiansen, Hans-Ivar",Jens Bjørneboe :,redebygger og rettstjener,cop. 2012,,nob,2012,,
2012073108104,"Bjørneboe, Jens",Bjørneboes beste :,Gyldendal-årene,2006,,nob,2006,,
2012073108105,"Nygårdshaug, Gert",,,2006,,nob,2006,,
2012073108109,"Lien, Merete",Lokkende toner,,2008,,nob,2008,,
2012073108114,"Semb, Jeanette",Lengsel,,cop. 2008 [i. e. 2009],,nob,0,,
2012073108151,"Skeie, Eyvind",Leon mister en ballong,,cop. 2005,"billedbøker, trafikk, trafikkopplæring",nob,2005,,
2012073108158,"Bugge, Mikkel",Yttersider :,noveller,2008,,nob,2008,,
2012073108160,"Gallefoss, Elisabeth",Ta meg hjem,,[2008],,nob,2008,,
2012081008183,"Diesen, Anette",Raina på ridetur,,cop. 2005,,nob,2005,,
2012081408099,"Rafaelsen, Ellinor",Ny horisont,,cop. 2007,,nob,2007,,
2012082008000,"Olafssøn, Lilica Holt",Netsit og hemmeligheten :,en fortelling,cop. 2009,,nob,2009,,
2012082008099,"Barstad, Annette",Paranoia,,cop. 2007,,nob,2007,,
2012082108010,"Martinsen, Anita",Georg of the Fossdal :,et eventyr,[2010],,nob,2010,,
2012082108072,"Lindgren, Astrid",Jo visst kan Lotta sykle!,,2006,"barnebok, litteratur, svensk, sykling",nob,2006,,
2012082208221,"Nicolaysen, Marit",Svein og rotta,,2006,,nob,2006,,
2012082208223,"Refsum, Christian",Ingen vitner for vitnet :,roman,2007,"1900-tallet, 1980-tallet, 2000-tallet, alternativ, musikk, musikkliv, norge, norske, rock, romaner",nob,2007,,
2012082309503,"Unger, Camilla","Mia og Mons - hjelp, vi har fått lus!",,2011,"barnebøker, billedbøker, hodelus, lus",nob,2011,,
2012082309504,"Ask, Lene",Jo og Jenny på sykehuset,,2012,"bildebøker, billedbøker, sjalusi, sykehus, søsken",nob,2012,,
2012082309506,"Ousland, Bjørn",Dragejakten,,2011,"barnelitteratur, bildebøker, billedbøker, drager, eventyr, humor, norsk, prinsesser",nob,2011,,
2012082408022,"Wiggen, Geirr",Norske Selskabs adresser og vertskap :,"en undersøkelse av kjente, glemte og nye kilder",2007,,nob,2007,,
2012083008014,"Larsson, Åsa",Solstorm,,2008,"krim, kriminalroman, romaner, skjønnlitteratur, svenske",nob,2008,,
2012083008033,"Steen, Thorvald",Kamelskyer :,roman,2005,"2000-tallet, ad-din, historiske, korsfarere, korsfarerne, korstog, norske, romaner, saladinsalah",nob,2005,,
2012083008053,"Borren, Bengt Rosing",Nøttekongen,,cop. 2006,,nob,2006,,
2012083008149,"Reinertsen, Tore",Joy og Lurifaks :,en fortelling for barn,2006,,nob,2006,,
2012083108110,"Martinsen, Anita",,,[2010],,nob,2010,En julehistorie,
2012090608127,"Harris, Martin",Mummitrollet og Vimsedyret,,2006,"billedbøker, forelskelse",nob,2006,,
2012090708136,"Salvesen, Rune",Pur morgen :,roman,2006,"2000-tallet, norske, romaner",nob,2006,,
2012090708157,"Grossmann, Kari",Lillesøster på legevakten,,2006,"barn, billedbøker, leger, legevakt",nob,2006,,
2012090708179,"Taraldsen, Tarald",Min penn og mitt papir :,dikt,cop. 2009,,nob,2009,,
2012090708180,"Espedal, Tomas",Ly,,cop. 2007,,nob,2007,,
2012091108169,"Lindgren, Astrid",Peter og Petra,,2007,"barnebøker, billedbøker, fantasi, klassiske, småfolk",nob,2007,,
2012091108171,"Øien, Jan-Kåre",Gjøken i klokka,,2010,"billedbøker, dyr, gjøkfugler, gjøkur, vennskap, vinter",nob,2010,,
2012091108206,"Belden, Glenn",Tøff med tøfler,,2007,,nob,2007,,
2012091308042,"Bjørneboe, Jens",Samlede verker,,c2006,"litteratur, norsk",nob,2006,,
2012091708018,"Marklund, Liza",,,cop. 2008,"krim, kriminalromaner, litteratur, skjønnlitteratur, svensk",nob,2008,En plass i solen,
2012091808229,"Nærum, Knut",Kalle Komet og meteormonsteret,,2007,"billedbøker, nonsens, romfart",nob,2007,,
2012092408035,"Stranger, Simon",Verdensredderne :,roman,2012,"fattigdom, klesindustri, miljøbevegelser, ungdomsbøker",nob,2012,,
2012092408036,"Mejlænder, Ulf-Arvid",Bestilling ved stengetid :,roman,2011,"litteratur, norsk",nob,2011,,
2012092408037,"Riverton, Stein",Jernvognen,,2011,,nob,2011,,
2012092408041,"Staalesen, Gunnar",De døde har det godt :,åtte fortellinger om Varg Veum,2012,,nob,2012,,
2012092408042,"Granhus, Frode",Malstrømmen,,2011,,nob,2011,,
2012092408051,"Bentzen-Hilsen, Siv Veronica",Reisen,,cop. 2011,,nob,2011,,
2012092408092,"Folstad, Lars",Inne ved steinmuren hvor gresset vokser høyt :,roman,2011,,nob,2011,,
2012092408093,"Dahl, Arne",Misterioso,,2011,"kriminalromaner, skjønnlitteratur",nob,2011,,
2012092408109,"Braa, Knut A.",Aftermath,,2012,,nob,2012,,
2012092408117,"Ewo, Jon",Otto Monster vil ha søt hevn,,2011,"hevn, monster",nob,2011,,
2012092408131,"Henmo, Sverre",Ha deg vekk!,,2011,"angst, barnebøker, barnelitteratur, billedbøker, dagligliv, lettlesingsbøker, lettlest, norsk, redsel",nob,2011,,
2012092408132,"Aamodt, Ingunn",Marlena Evensen,,2009,"barnebøker, pubertet, ungdomsbøker, venninner, vennskap",nob,2009,,
2012092438009,"Bringsværd, Tor Åge",,,2008,sjøormer,nob,2008,,
2012092706029,"Larsen, Hilde Matre","Du må rydde, Fantorangen!",,cop. 2008,"barn, billedbøker",nob,2008,,
2012100108052,"Nesser, Håkan",Og Piccadilly Circus ligger ikke i Kumla,,cop. 2006,,nob,2006,,
2012100108107,"Lindell, Unni",Slangebæreren,,2005,"krim, kriminalromaner, romaner, skjønnlitteratur, spenning",nob,2005,,
2012101007098,"Skårberg, Magne R.",-med glimt i øyeblikket,,2007,,nob,2007,,
2012101708091,"Lindgren, Astrid",Jo visst er Lotta en blid unge,,cop. 2006,,nob,2006,,
2012101906064,"Baug, Birger",Paradis tapt,,2012,"krim, kriminallitteratur, romaner, skjønnlitteratur, spenning",nob,2012,,
2012101908011,"Bratten, Jon K.",Puddingtryne,,2007,,nob,2007,,
2012101908021,"Kanger, Thomas",Søndagsmannen,,cop. 2006,,nob,2006,,
2012101908096,"Olsen, Pål Gerhard",Veien til Maracana,,[2007],"barnebøker, fotball, idrett, sport",nob,2007,,
2012101908155,"Nesser, Håkan",Skyggene og regnet,,2007,"kriminalromaner, skjønnlitteratur",nob,2007,,
2012102206001,"Scott, Gabriel",Alkejegeren :,en svanesang,2009,,nob,2009,,
2012102206014,"Rolstad, Lajla",Nekronauten :,roman,2009,,nob,2009,,
2012102206028,"Ingulstad, Frid",Min historie,,2008,,nob,2008,,
2012102206029,"Heivoll, Gaute",Himmelarkivet :,roman,2008,"2., 2000-tallet, arkivet, kristiansand, norske, romaner, verdenskrig",nob,2008,,
2012102206048,"Rusten, Solveig Moen",Lyden av de andre som bor her :,roman,cop. 2008,"roman, savn",nob,2008,,
2012102206051,"Lønn, Øystein",Plutselig landligge :,noveller,2006,"2000-tallet, norske, noveller, skjønnlitteratur",nob,2006,,
2012102206063,"Oksholen, Tore",Undergang :,thriller,2009,,nob,2009,,
2012102206069,"Sandemo, Margit",Hekser kan ikke gråte ; Ulven og månen,,2006,,nob,2006,,
2012102206081,"Mjønes, Johan B.",Terminalhastighet,,2009,"2000-tallet, norske, romaner, skjønnlitteratur",nob,2009,,
2012102206083,"Lien, Merete",Fyrvokteren,,2006,,nob,2006,,
2012102206091,"Damhaug, Torkil",Ildmannen,,2011,"2010-talletkriminalromaner, krim, litteratur, norsk, norske, romaner, skjønnlitteratur, spenning",nob,2011,,
2012102206092,"Hjorth, Vigdis",Med hånden på hjertet :,roman,2009,,nob,2009,,
2012102306010,"Holt, Anne","Mai-Britt, Mars-Britt og campingvogna",,cop. 2010,"annerledes, barn, barnebøker, foreldre, jenter, søsken, vennskap",nob,2010,,
2012102306020,"Kjærnli, Tone",Hjelp! Det er noen her-,,cop. 2006,"angst, barnebøker, søsken, vennskap",nob,2006,,
2012102306022,"Aasmundtveit, Anne Kristin",Mirakelet i Amsterdam :,roman,cop. 2010,"1600-tallet, amsterdam, krig, litteratur, norsk, roman",nob,2010,,
2012102306169,"Berglund, Ingrid",Tiden leger ingen sår :,roman,cop. 2012,"litteratur, norsk",nob,2012,,
2012102306170,"Lund, Espen",Rampelys :,roman,2012,"litteratur, norsk",nob,2012,,
2012102506004,"Ros, Katarina",Munecas hevn,,2009,,nob,2009,,
2012102506012,"Hagmar, Pia",Sara og føllet,,2007,,nob,2007,,
2012102506046,"Torgersen, Bård",Maskinens uerstattelige deler :,roman,2009,"2000-tallet, norske, romaner",nob,2009,,
2012102906066,"Stølan, Arne Hugo",Invasjonshistorier :,dikt,2006,"2000-tallet, dikt, norske",nob,2006,,
2012102907010,"Mork, Ingvild Steinsvik",Operasjon Ulliver,,[2009],,nob,2009,,
2012102907012,"Rui, Sturla Valdal",Lille Peiken Skyggefanger,,cop. 2011,,nob,2011,,
2012102907025,"Knudsen, Marianne Koch",Anne-Cath. Vestlys Knerten :,en filmbildebok,2009,,nob,2009,,
2012102907026,"Knudsen, Marianne Koch",Knerten gifter seg :,en filmbildebok,2010,,nob,2010,,
2012102907027,"Johnsen, Åshild Kanstad",Kubbe lager spetakkel,,2011,"bildebøker, billedbøker, instrumenter, musikk, skolekorps",nob,2011,,
2012102907037,Lisa Aisato,Mine to oldemødre,,2008,"billedbøker, døden, flerkulturell, oldemødre",nob,2008,,
2012102907056,"Bratten, Jon K.",Puddingtryne,,2005,,nob,2005,,
2012102907062,"Sønneland, Håkon Forfod",Kule ting for en 3-åring,,2012,"barnelitteratur, bildebøker, billedbøker, fakta, litteratur, morsomme, norsk, undring",nob,2012,,
2012102907066,"Hansen, Thore",Zaga,,2011,"barnebøker, barnelitteratur, bildebøker, billedbøker, drømmer, fantastisk, litteratur, norsk",nob,2011,,
2012102907074,"Henriksen, Hilde",Sitronlimonaden,,cop. 2010,"barn, bildebøker, billedbøker, flerkulturelle, foreldrekjærlighet, fremmed, identitet, innvandrerbarn, innvandrere, kultur, kulturmøter, nordmenn, nye, syria, venner",nob,2010,,
2012102907099,"Westerås, Lene E.",Vilja på handletur,,2010,"bildebøker, billedbøker",nob,2010,,
2012102907153,"Aurtande, Lars",Sageren,,2006,"biletbøker, billedbøker, ensomhet, magi, sirkus, trylling",nob,2006,,
2012102907157,"Lillevik, Linda",Kom farmor!,,cop. 2005,"barn, billedbøker, døden, sorg",nob,2005,,
2012102907161,"Moum, Tommy",Å lykkes med litteraturhistorie,,2010,"litteraturhistorie, lærebøker, norsk, skole, vidaregåande, videregående",nob,2010,,
2012103006042,"Cattaneo, Caterina",Løgnere,,2008,"alkohol, romaner, skjønnlitteratur",nob,2008,,
2012103006043,"Lerum, May Grethe",Himmelslør,,2011,"barnelitteratur, norsk",nob,2011,,
2012103006047,"Alvtegen, Karin",,,2011,"litteratur, svensk",nob,2011,En sannsynlig historie,
2012103006049,"Steen, Thorvald",Det lengste svevet :,roman,cop. 2009,,nob,2009,,
2012103006054,"Guillou, Jan",Madame Terror,,cop. 2006,"2000-tallet, krim, kriminalromaner, skjønnlitteratur, spenning, svensk",nob,2006,,
2012103006055,"Knudsen, Sverre",Elsker,,2009,"akseptering, fedre, kjærlighet, seg, selv, ungdomsbøker",nob,2009,,
2012103006062,"Linnestå, Aasne",Krakow :,roman,2008,"2000-tallet, dødfødsler, norske, romaner, sorg",nob,2008,,
2012103006067,"Lindell, Unni",Mørkemannen :,kriminalroman,2009,,nob,2009,,
2012103006074,"Sørlie, Stian",Skiftende skydekke ; Se opp for knuste drømmer :,to Aker brygge-spill,[2009?],,nob,2009,,
2012103006075,"Fröhling, Thomas",Kong Steves selvlysende hip hop-bibel,,2009,"barnebøker, barnelitteratur, hip-hop, musikk, rap, skjønnlitteratur, ungddomsbøker, ungdomskultur, ungdomslitteratur",nob,2009,,
