,100-1- -a,245-1-0-a,260- - -c,653- - -a,lang,year,245-1-0-b,245-1-3-a,245-1-3-b
2013052807056,,,2010,"billedbøker, leggetid, overnatte",nob,2010,,,
2013052807061,"Oldebråten, Britt-Venke",Småtroll fra andre land :,cop. 2010,,nob,2010,fortellinger for barn 4-8 år,,
2013052906056,"Saxon, Victoria",Rottatouille :,2007,,nob,2007,(rått·a·tu·i),,
2013060506086,"Løvland, Roy-Frode","Sammen, uansett",cop. 2007,"fred, fredsstyrker, soldater",nob,2007,,,
2013061106092,"Ihle, Marit",Nesten i himmelen,2009,"barnebøker, ferie, høydeskrekk, oslo",nno,2009,,,
2013061806021,"Tveiten, Toralf",Mellom sjøhattar og engelskmenn :,cop. 2008,,nno,2008,barndomsminne frå krigen,,
2013061905076,"Ørvik, Tone",Bare for en uke,2009,"dublin, fattigdom, gatebarn, ungdomsbøker",nob,2009,,,
2013062038031,"Ryvarden, Leif",Smådyr i skog og mark,2005,"barnebok, dyreliv, skogfauna, zoologi",nob,2005,,,
2013062038125,"Eliassen, Ruben",,2012,"alver, barnebøker, fantastisk, litteratur",nob,2012,,,
2013062038134,,,2006,,nob,2006,,,
2013062105137,"Janouch, Katerina",Ingrid vil spise,2010,"billedbøker, mat, matlaging",nob,2010,,,
2013062106084,"Aamodt, Ingunn",Pulverheksa og Plageånden,2006,"billedbøker, hekser",nob,2006,,,
2013062106097,"Kuhn, Camilla","Alvis, skurken og larvesøstrene som (nesten) ble spist",2009,"alver, billedbøker, nonsens",nob,2009,,,
2013062138038,"Burnie, David",Miljøet på jorda,cop. 2005,"miljøproblemer, miljøvern, sosial, økologi",nob,2005,,,
2013062438113,"Winston, Robert",Hva er jeg?,2005,"hjernen, kroppen, personlighet",nob,2005,,,
2013062506158,"Rudolfsson, Marie Louise","Hvitnos, det lille føllet",2009,,nob,2009,,,
2013062638033,"Burnie, David",Utrolige dyr,cop. 2008,"barnebøker, billedbøker, dyr, faktabøker",nob,2008,,,
2013062706053,,,cop. 2010,,nob,2010,,,
2013062808072,"Trovik, Tina",Samuel Sekel og flukten fra Paris,2013,,nob,2013,,,
2013070205037,"Einarsen, Heidi Guttorm",Searvva fal! :,2005,"davvisámegillii, lærebøker, nordsamisk, oahppogirji, språk",sme,2005,oahppogirji : sámegiella nubbin giellan 9. ceahkkái,,
2013070305052,"Berg, Øivind","Å, så vakkert! :",cop. 2010,"barnebøker, klimaendringer, miljøvern",nob,2010,miljøboka,,
2013070305126,"Hilleren, Janniche",Tusse flytter,2010,"billedbøker, eventyrskikkelser, flytting, troll",nob,2010,,,
2013070408011,"Henmo, Sverre",Løp!,2007,,nob,2007,,,
2013070408024,"Mjelva, Marianne",Tiden etter,2013,,nob,2013,,,
2013070408175,"Noël, Alyson",Ever - for alltid,2011,,nob,2011,,,
2013070808103,"Mysen, Christine",Ulykke,2012,,nob,2012,,,
2013071206005,,,2006,,nob,2006,,,
2013071206010,"Laskerud, Jan Fredrik",Linda og den vesle kyrkja,2006,,nno,2006,,,
2013071208025,"Keene, Carolyn.",Ferietrøbbel,2011,,nob,2011,,,
2013071208070,"Frimansson, Inger",Redd Rabalder,cop. 2013,,nob,2013,,,
2013071208285,"Scarrow, Alex",Time riders,cop. 2013,,nob,2013,,,
2013071508040,"Inches, Alison",Storesøster Dora!,cop. 2012,,nob,2012,,,
2013071606115,"Eriksen, Asbjørn",Teknologi og design,2010,"design, håndverk, kunst, læreverk, matematikk, naturfag, teknologi",nob,2010,,,
2013071708158,"Oud, Pauline",Fie og Milo lager jul,2011,"billedbøker, jul",nob,2011,,,
2013071808017,"Eliassen, Ruben",,2011,"barnebøker, fantastisk, litteratur",nob,2011,,,
2013071808032,"Bertling, Berit",Milla og stallkrigen,2013,"hester, spenning, vennskap",nob,2013,,,
2013071808058,"Shepard, Sara",Morder,2013,,nob,2013,,,
2013071808096,"Vikström-Jokela, Monica",Alt er nær meg :,cop. 2013,,nob,2013,om det hellige i det alminnelige,,
2013071908169,"Halleraker, Marvin",Freddy,2011,"barn, barnebøker, biletbøker, billedbøker, kunst, tatoveringer",nob,2011,,,
2013072208153,"Bross, Helena",Nattspioner,2011,,nob,2011,,,
2013072208174,"Kjelsen, Reidar",Korallreven,2007,"barnebøker, fantasi, framtidsvisjon",nob,2007,,,
2013072305015,"Howard, Conrad",Gullivers reiser,cop. 2009,,nob,2009,,,
2013072408127,"Alnæs, Jørgen",Thor Heyerdal og Kon-Tiki-ekspedisjonen,2011,,nno,2011,,,
2013072508030,"Alvestad, Iselin B.",Dragene våkner,2009,"barnebøker, fantastisk, litteratur, ungdomsbøker",nob,2009,,,
2013073006071,"Huber, Annette",Liten-på-jord-Tor,cop. 2009,"barn, bildebøker, biletbøker, billedbøker, små, store, vekse, vokse, voksne",nno,2009,,,
2013080508102,"Eriksen, Endre Lund",Monstervenn,2012,"billedbøker, ensomhet, magnetisme, monstre",nob,2012,,,
2013080508154,"Midré, Markus",Gordon blir uteligger,2006,"barnelitteratur, norsk, roman",nob,2006,,,
2013080608056,"Trovik, Tina",Samuel Sekel og flukten fra Paris,2012,"barnebøker, fantasy, narkolepsi, spenningslitteratur, tidsreiser, ungdomsbøker",nob,2012,,,
2013080805001,"Gulbrandsen, Jan Erik",Mega,2006,"matematihkka, oahppogirji",sme,2006,nuoraidskuvlladási matematihkka,,
2013080806003,,,2008,,nob,2008,,,
2013080838063,"Meyer, Stephenie",Verten,2013,,nob,2013,,,
2013080908159,"Dalton, Annie",Helt himmelsk!,2005,"barnebøker, engler, ungdomsbøker",nob,2005,,,
2013081208165,"Cast, P.C.",Bedratt,2011,,nob,2011,,,
2013081308050,"Shan, Darren",Slackt :,2007,,nob,2007,"når regissøren roper ""kutt!""",,
2013081606132,"Lindgren, Astrid",Pippi finner en spunk,2009,,nob,2009,,,
2013081906122,"Grant, Michael",Mørke krefter,2012,,nob,2012,,,
2013082206077,"Hole, Stian",Garmanns hemmelighet,2010,"barnebøker, barnelitteratur, billedbøker, forelskelse, følelser, norsk, søsken, tvillinger",nob,2010,,,
2013082606105,"Garvang, Arne",Muffe tar saken,2009,,nob,2009,,,
2013082708019,"Aamodt, Ingunn",Pulverheksa og Krokodillen,2009,"billedbøker, hekser, vennskap",nob,2009,,,
2013082808119,"Lindgren, Astrid",Karlson på taket,2012,,nob,2012,,,
2013082808174,,,cop. 2012,,nob,2012,,,
2013090506033,"Gjengedal, Eli Kari",Karl Oscar i hardt vêr,c2007,"barnebøker, billedbøker, meteorologi, vær, værtyper",nno,2007,,,
2013091106114,"Andersen, Gøran",Láttakjahke ja biernnajahke,2005,"julevsábmái, muitalusgirji/romána",smj,2005,,,
2013091306023,"Jensen, Lene",Fortellingen om Justin Bieber :,cop. 2010,,nob,2010,gutten som erobret verden med sin fantastiske stemme,,
2013091638051,"Morgan, Ben",Kroppen,2005,"barn, barnelitteratur, kroppen, menneskekroppen",nob,2005,,,
2013091806028,"Hølleland, Øistein",Strutsefant,2007,"angst, barnebøker, bokstaver, fly, lettlesingsbøker, store",nob,2007,,,
2013091838039,"Tison, Annette",Barbapapa redder dyra,2006,,nob,2006,,,
2013091905039,"Bertling, Berit",Milla og galoppsvindelen,2010,,nob,2010,,,
2013091905088,"Jensen, Jørn",Kasper trener på selfinten,2010,,nob,2010,,,
2013092006025,"Chatto, Shaun",Ge̢ś która zniosła złote jajka =,[2010],,mul,2010,Gåsa som la gullegg,,
2013092038026,"Kristensen, Ingunn",Jeanne d'Arc,2011,,nno,2011,,,
2013092038045,"Youmans, Mariann",How to -  redde verden :,2013,"engasjement, frivillige, organisasjoner, samfunnsengasjement, ungdomsbøker",nob,2013,og hvor du kan gjøre det,,
2013092306140,"Johansen, Niels Eskild",Hørelære :,2006,"hørelære, høyrelære, lydelære, musikalske, musikklyding, teknikker",nob,2006,Med på notene,,
2013092506137,"Goldsack, Gaby",Min første tannbørste,2007,,nob,2007,,,
2013092506145,"Price, Katie",Det store ridestevnet,2009,,nob,2009,,,
2013092508027,"Westerås, Lene E.",Elefantenes sorgdepot :,2011,"dikt, litteratur, lyrikk, norsk",nob,2011,dikt,,
2013092606060,"Klepp, Anneli",Hvis du elsker meg,2011,"barn, fedre, foreldre, kjærlighet, mødre, pubertet, ungdomsbøker",nob,2011,,,
2013092606088,"Kidd, Rob",Havfruesang,cop. 2006,,nob,2006,,,
2013092608028,"Podesta, Veronica","Bissy, den lille bien",[2012],,nob,2012,,,
2013092708053,"Dakin, Glenn",Disney's dyreverden :,2007,,nob,2007,den store oversikten,,
2013093038037,"Berg, Øivind",Fast fisk,2012,"barn, barnebøker, fisk, fiske, fiskemetoder, fisketur, fisking, friluftsliv, sportsfiske",nob,2012,,,
2013093038102,,,2013,,nno,2013,,,
2013100105049,"Thørring, Jorun",Onkelmysteriet,cop. 2011,"barnelitteratur, norsk",nob,2011,,,
2013100105060,"Andersen, Kurt Tore",Sjokoláda ja næjtso,2005,"julevsábmáj, muitalusgirji",smj,2005,,,
2013100105088,"Gripe, Maria",Skyggen over steinbenken,2008,barnebok,nob,2008,,,
2013100305019,"Munk Jensen, Sanne",,2008,"døtre, mødre, omsorgssvikt, rusmisbruk, søsken, ungdomsbøker",nob,2008,,En dag skinner sola også under hundens hale :,roman
2013101406056,"Johannessen, Geir Harald",Gjengen undres,cop. 2008,,nob,2008,,,
2013101408076,"Wiese, Ingrid",Gå ikke alene!,2007,,nob,2007,,,
2013101506028,"Hansen, Thore",Hombabo og jeg :,2010,,nob,2010,en samlebok,,
2013101606039,"Bjugn, Sissel Solbjørg",Foten veit,2009,"kongar, konger, krim, lettlestbøker, prinsesser, spenning",nno,2009,,,
2013101706002,"Hebert, Noomi",Vindens vei,2006,,nob,2006,,,
2013102507078,"Howard, Conrad",Ali Baba og de 40 røverne,cop. 2009,,nob,2009,,,
2013102806083,"Ross, Tony",Jeg vil ha smokken min!,cop. 2007,"barn, billedbøker, smokk, trass",nob,2007,,,
2013102905068,"McAllister, M.I.",Urchin av De dansende stjerner,cop. 2006,,nob,2006,,,
2013102906002,"Dixon, Franklin W.",På villspor,2009,,nob,2009,,,
2013102906146,"Kjær, Jan",Uten regler,2010,,nob,2010,,,
2013110506017,"Göransson, Mattias",Sluttspill,2009,,nob,2009,,,
2013110805003,"Özalp, Sevgİ","Høytider, helligdager og tradisjoner i Norge",2007,,mul,2007,,,
2013112706041,"Dalton, Annie",Engel om bord,2008,,nob,2008,,,
2013120206185,"Belsvik, Rune",Dustefjerten :,2009,,nno,2009,dei tre første forteljingane,,
2013120206187,"Grimm, Jacob",,2006,"barnebøker, eventyr, tyske",nob,2006,,,
2013120306105,"Nicolaysen, Marit",Svein og rotta og kloningen,2010,"fortellinger, rotter",nob,2010,,,
2013120906094,"Meyer, Stephenie",Ved daggry,2010,,nob,2010,,,
2013121105065,"Munkvik, Morten",Sånn funker kroppen,2012,"anatomi, barn, barnebøker, fysiologi, kropp, kroppen",nob,2012,,,
2013121206151,"McCaughrean, Geraldine",Julens fortelling,cop. 2008,"barnebøker, bibelen, billedbøker, juleevangeliet, nt",nob,2008,,,
2013121805015,"Issak, Issak Esmail",De rømtes rabalder :,2009,,nob,2009,månesyke fortellinger,,
2013121805047,"Kadefors, Sara",Sandor slash Ida,2008,,nob,2008,,,
2014012906054,"Bødker, Benni",Sarin i Tåkefjellene,2008,,nob,2008,,,
2014013106039,"Campbell, Joanna",Cindys ørkeneventyr,2009,,nob,2009,,,
2014020305089,"Øien, Jan-Kåre",,2009,"bildebøker, billedbøker, dyr, hjelpsomhet",nob,2009,,,
2014020306043,"Rushton, Rosie",Uke med forviklinger,2007,,nob,2007,,,
2014020306099,"Jenseg, Grete Randsborg",Kristin og Sadiq,2006,"innvandrerbarn, kjærlighet, kulturmøte, mobbing, ungdomsbøker, vennskap",nob,2006,,,
2014020306134,"Eliassen, Ruben",Circus,2008,"barnebøker, fantastisk, litteratur, sirkus",nob,2008,,,
2014020348030,"Holm, Dagny",Trær,2011,"barnebøker, botanikk, trær",nob,2011,,,
2014020348072,"Holm, Dagny",Fisk,2011,"barnebøker, fisker",nob,2011,,,
2014020405042,"Storholmen, Ingrid","Skamtalen, Graceland :",2005,"dikt, lyrikk",nob,2005,dikt,,
2014020406014,"Düzakin, Akin",Lukas bygger Olabil,2008,"biletbøker, billedbøker, lekebiler, skjønnlitteratur, verktøykassebiler",nno,2008,,,
2014020505063,"Ottesen, Josefine",Gjenfødt,2010,,nob,2010,,,
2014020606019,"Elliot, G.G.",Tilbake til Fortuna,2009,,nob,2009,,,
2014021106128,"Aspås, Anne-Berit",Ivar og byrottene,cop. 2006,"bokstaver, store",nob,2006,,,
2014021306011,"Loughead, Deb","Prosjekt ""Griz""",2008,,nob,2008,,,
2014021806066,"Dixon, Franklin W..",Sjørøverskatten,2011,,nob,2011,,,
2014021906322,"Heskestad, Bodil",Gina - det er ikke min skyld,cop. 2008,"alkoholmisbruk, barn, barnebøker, foreldre, mor, omsorgsvikt, rus, rusmiddelmisbruk, rusmisbruk",nob,2008,,,
2014022006017,"Benedictus, David",Tilbake til Hundremeterskogen :,cop. 2009,,nob,2009,hvor Ole Brumm opplever flere eventyr med Kristoffer Robin og alle vennene sine,,
2014022008152,"Martin, Paul",Ulvemannen Odd biter fra seg,2005,,nob,2005,,,
2014022406023,"Cowley, Joy",Venner :,2011,"barnebøker, vennskap",nob,2011,Orm og Øgle,,
2014022605044,"Weinreich, Jacob",Dødens skygge,2011,,nob,2011,,,
2014022706018,"Langston, Laura",Hannahs overnaturlige evner,2011,,nob,2011,,,
2014022806027,"Cast, P.C.",Fristet,2011,,nob,2011,,,
2014022806036,,Varulv mot drage,2009,"skrekk, varulv",nob,2009,,,
2014022808061,"Staalesen, Gunnar",Vikingskatten,2007,,nob,2007,,,
2014030306069,"Elwes, Liz","Stjernedryss, sceneskrekk og trøblete gutter",2011,,nob,2011,,,
2014030406011,"Campbell, Joanna",Taktskifte,2011,,nob,2011,,,
2014030505059,"Andersen, Kjersti Beate",Narren og Løvekongen,2011,,nob,2011,,,
2014030506045,"Singh, Anan",Parken,2011,"barnebøker, grøssere, jentegjenger, lettlest, spenning",nob,2011,,,
2014030707016,"Johnsen, Janne Aasebø",Mobiltelefonen,2010,,nob,2010,,,
2014031006081,"Kirkegaard, Ole Lund",Gummi-Tarzan og andre fortellinger,2010,,nob,2010,,,
2014031106079,"Kirkegaard, Ole Lund",Anton og Arnold og andre gode historier,2011,,nob,2011,,,
2014031108031,"Byng, Georgia","Molly Moon, Mikke Minus og tankemaskinen",2009,,nob,2009,,,
2014031306054,"Lindell, Unni",Nifse Nella og frihetsgudinnens hemmelighet :,cop. 2011,"barnebøker, forente, mødre, new, spøkelser, stater, york",nob,2011,den femte sannheten,,
2014031306094,"Bross, Helena",Skolissene,2011,"bokstaver, store",nob,2011,,,
2014031306101,"Galfard, Christophe",Skyenes prins,cop. 2011,"fantastisk, fantasy, fysikk, klima, miljø, ungdomsbøker, vitenskap, vær",nob,2011,,,
2014031406033,"Svingen, Arne",Svart elfenben,2008,,nob,2008,,,
2014031705003,"Jensen, Øyvind Steen",Gutten ved dammen,2011,,nob,2011,,,
2014031705011,"Hammerstad, Bjørn Olav",Maja Mill og drage-egget,cop. 2011,,nob,2011,,,
2014031705067,"Maher, Richard",Roald Dahls quiz-bok,2011,,nob,2011,,,
2014032706157,"Sevaldsen, Erik",Kornelius Kruse og bestefaren som var redd,cop. 2009,,nob,2009,,,
2014032806091,"Nielsen, Bent B.",Viggo :,2008,,nob,2008,den lille vampyren,,
2014040405046,"Kverndokken, Kåre",Safari,2007,,nno,2007,,,
2014040705017,"Miller, Kirsten",Kiki Strike og skyggebyen,2006,,nob,2006,,,
2014040806090,"Næss, Jan Chr.",Puddingmannen og de tre søstrene som alle het noe på B :,2006,"barnebøker, nonsens",nob,2006,en fortelling om kjemisett og ulykkelig kjærlighet,,
2014040905016,"Jansson, Tove",Mummi :,cop. 2008,"barnebøker, tegneserier",nob,2008,Tove Janssons samlede tegneserier,,
2014041406049,"Gaux, Martina",Hangman,2011,"alkoholisme, barn, fedre, forelskelse, ungdomsbøker",nob,2011,,,
2014041406066,"Stalsberg, Tom",Fortellingen om Cristiano Ronaldo :,cop. 2010,,nob,2010,fattiggutten som ble verdens beste fotballspiller,,
2014041406074,"Freedman, Dan",Golden goal,2010,,nob,2010,,,
2014042407099,"Love, Carrie",Vikingene,2008,"barnebøker, historie, norden, vikinger, vikingtida",nob,2008,,,
2014042407103,"Johnson, Jinny",Marsvin,cop. 2009,,nob,2009,,,
2014042906020,"Fitzpatrick, Becca",Fallen engel,2011,,nob,2011,,,
2014043006040,"Colfer, Eoin",Artemis Fowl og tidsparadokset,2009,"alver, barnebøker, eventyrskikkelser, fantastisk, litteratur, ungdomsbøker",nob,2009,,,
2014050906051,"Hunt, Roderick",Les med meg,2011,"billedbøker, matematikk, tall",nob,2011,,,
2014051306085,"Nilsson, Moni",Hoppet :,2008,"barn, barnebøker, flyktninger, høydehopp, kurdistan, sverige, ungdomsbøker",nob,2008,Jumpin' Jack Az,,
2014052605029,"Cast, P.C.",Bedratt,2010,"amerikansk, barnelitteratur, ungdomslitteratur, vampyrer",nob,2010,,,
2014052605037,"Von Ziegesar, Cecily",Farlige fristelser,2009,,nob,2009,,,
2014052608206,"Nortun, Harald",Røverskogen,2006,"fantastisk, litteratur",nob,2006,,,
2014052705025,"Olten, Manuela",Bestevenner,2010,"følelser, kjensler, uvennskap, vennskap",nno,2010,,,
2014060208094,"Hansen, Hans Chr.",Klara rydder,2008,"barn, belønning, billedbok, rydde",nob,2008,,,
2014060306046,"Garvang, Arne",Og bakom synger hverdagen,2009,,nob,2009,,,
2014061008048,"Sørum, Steffen",,2010,"barnebøker, korsfarere, korstog, riddere",nob,2010,,En faktahest om korsfarerne,
2014061206075,"Milne, A.A.",Ole Brumm :,2010,,nob,2010,sitatbok : -hvor vi finner nyttige opplysninger og oppbyggelige tanker av Ole Brumm og vennene hans,,
2014061206178,"Unger, Camilla","Mia, Mons og pusen Per",2011,,nob,2011,,,
2014061306078,"Schubert, Ulli",,2010,"klasse, klassemiljø, skole, skolen, skoletannlege",nob,2010,,,
2014061605086,"Hovig, Andrea Bræin",Ville Wilma,2008,"barnebøker, dagligliv, døtre, fedre, fortellinger",nob,2008,,,
2014061605090,"Kirkegaard, Ole Lund",Anton og Arnold :,cop. 2011,"barnebøker, fortellinger, humor, tvillinger",nob,2011,eller omvendt,,
2014061606007,"Oud, Pauline",Fie og Milo på stranda,2011,"billedbøker, dagligliv, pekebøker",nob,2011,,,
2014061606149,"Boie, Kirsten",King-Kong på sirkus,2006,,nob,2006,,,
2014061705067,,,2011,,nob,2011,,,
2014061806168,"Røste, Inger Johanne",Syne i Sintra,2011,,nob,2011,,,
2014061806200,"Kristiansen, Øistein",Livets kruseduller :,cop. 2011,"barnebøker, tegneteknikker, tegning",nob,2011,aktivitetsboka : tegne- og kreativitetsteknikker for hele familien,,
2014062005023,"Harker, Jillian","Glad i deg, mamma",2010,,nob,2010,,,
2014062005050,"Farndon, John",1000 fakta om teknikk og vitenskap,cop. 2007,"barn, leksikon, naturvitenskap, oppslagsverk, populærfysikk",nob,2007,,,
2014062005084,"Turner, Tracey",,2008,,nob,2008,,,
2014062006058,"Grossmann, Kari",Malvin og Piassava,2010,"billedbøker, fantasi, sjørøvere, sykdommer",nob,2010,,,
2014062006121,"Kjærstad, Jan",Mirandas skattkammer,2008,"barn, billedbøker, brukthandel, fortellinger, voksne",nob,2008,,,
2014062006123,"Gustavsson, Per",Når prinsesser våkner om natten,2010,"billedbøker, humor, prinsesser",nob,2010,,,
2014062306043,"Ottesen, Josefine",Sagaen om Sigurd,2008,,nob,2008,,,
2014062406015,"Elliot, Ted",Ved verdens ende,cop. 2007,,nob,2007,,,
2014062407035,"Skotheim, Liv",Bitching :,2008,"disiplin, jentemobbing, jenter, skolemobbing, skolen, skolevirksomhetmobbing",nob,2008,en bok om jenter og mobbing,,
2014062407102,"Kaczan-Borowska, Katarzyna",Fotografen Fluttershy,2009,,nob,2009,,,
2014062407104,"Jaensson, Håkan",Pang!,2007,"barn, biletbøker, billedbøker, foreldre, konflikter, krangling",nob,2007,,,
2014062407150,"Adams, Simon",De store oppdagerne :,2009,"eventyrere, oppdagelsesreisende",nob,2009,utforsk verden i de store oppdagernes fotspor!,,
2014062407151,"Stenstad, Terje",Vikinger :,cop. 2006,"barnelitteratur, historie, norge, vikinger, vikingtiden",nob,2006,vikingtid i Norge,,
2014062548013,"Morris, Neil",Grønne barn :,2010,,nob,2010,"spar vann, spar energi, resirkuler",,
2014062548016,"Monsen, Oddbjørn","Hva vil du ha til middag, pingvin?",cop. 2009,"barnebøker, pingviner",nob,2009,,,
2014062548057,,,cop. 2009,,nob,2009,,,
2014062607050,"Finderup, Mette",Jul i Valhall,2006,,nob,2006,,,
2014062607182,"Jennings, Terry",Min dag i dyreparken,cop. 2010,,nob,2010,,,
2014062607188,"Jacobs, Lana.",Prins Caspian :,cop. 2008,,nob,2008,en filmbildebok,,
2014062607223,"Eikenes, Pål",Hvem bøller med Rånni Råtte?,2011,"bildebøker, biletbøker, billedbøker, mobbing",nob,2011,,,
2014063005058,"Karmel, Annabel",Lage mat sammen,2010,"barn, kokebok, kokekunnskap, matlaging, nybegynnere",nob,2010,,,
2014070107070,"Thoroe, Charlotte",Daniel og løvene :,2010,,nob,2010,Daniel 1-6,,
2014070107071,"Lindboe, Karin Kinge",Sam og Noa sniker seg ut midt på natta,2008,lettlest,nob,2008,,,
2014070206013,"Sander, Line",De raske hendene,2010,"barn, litteratur, norsk",nob,2010,,,
2014070206014,"Ejsing, Jesper",Fantasivesen 2,cop. 2010,,nno,2010,,,
2014070206106,"Eriksen, Endre Lund",Pitbull-Terje blir ond,2008,"alkoholisme, angst, kriminalitet, omsorgssvikt, ungdomsbøker, ungdomsproblemer",nob,2008,,,
2014070206108,"Berktold, Gabi",Mørke dager,2008,,nob,2008,,,
2014070405051,"Divakaruni, Chitra Banerjee",Ild- og drømmespeilet,2008,,nob,2008,,,
2014070406022,"Freer, Echo",Magenta - for full musikk!,2009,,nob,2009,,,
2014070406091,"Hollen, John",Flaks,2010,"barn, barnebøker, fedre, flaks, foreldre, uhell",nob,2010,,,
2014070805034,"Napp, Daniel",Bernt Bjørn skjønner ingenting,2008,,nob,2008,,,
2014070907177,"Dimpas, Anne Lene Turi","""Sii gehčče eará guvlui"" :",2010,,sme,2010,mii lea givssideapmi ja movt dan bisseha,,
2014071007037,"Kelman, Marcy",Junes nye sko,2008,,nob,2008,,,
2014071007106,"Jakobsen, Ketil",Smykketyvene,2010,,nob,2010,,,
2014072808103,"McDonald, Megan",Stink og den supergalaktiske evighetskulen,2006,,nob,2006,,,
